title,description,publishedAt,source,url,publishedAt_utc,publishedAt_ny,hour_bin
"Commercial Vehicles Market to Worth over USD 1,993.61 Billion By 2033 | Astute Analytica","Commercial vehicle market is experiencing dynamic shifts, propelled by digital transformation, electrification, and evolving supply chains. Despite rising fuel costs and regulatory pressures, strategic investments and innovation position savvy companies for s…",2025-04-01T16:30:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/04/01/3053670/0/en/Commercial-Vehicles-Market-to-Worth-over-USD-1-993-61-Billion-By-2033-Astute-Analytica.html,2025-04-01 16:30:00+00:00,2025-04-01 12:30:00-04:00,2025-04-01 12:00:00-04:00
"India's car exports hit record in FY25, Maruti leads the way","India's auto industry saw record exports of passenger vehicles in FY25, with Maruti Suzuki leading with 332,585 units. Hyundai followed closely, while other top exporters included Nissan, Honda Cars India, and Volkswagen. Maruti and Hyundai aim to significant…",2025-04-01T18:45:25Z,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/indias-car-exports-hit-record-in-fy25-maruti-leads-the-way/articleshow/119880611.cms,2025-04-01 18:45:25+00:00,2025-04-01 14:45:25-04:00,2025-04-01 14:00:00-04:00
Passenger vehicle sales hit record in FY25 despite demand slowdown,"Domestic passenger vehicle wholesales saw minimal growth in FY25, with deferred purchases due to economic uncertainties and inflation. Sport-utility vehicles hit record sales, while electric vehicles had modest growth. Major carmakers experienced varied sales…",2025-04-01T18:40:38Z,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/passenger-vehicle-sales-hit-record-in-fy25-despite-demand-slowdown/articleshow/119880467.cms,2025-04-01 18:40:38+00:00,2025-04-01 14:40:38-04:00,2025-04-01 14:00:00-04:00
"The India-US Trade Dilemma: Tariffs, Tensions, and the Road Ahead",New Delhi faces a difficult choice between attempting to ease tariffs through diplomatic channels or imposing counter-tariffs on U.S. goods.,2025-04-03T15:00:00Z,The Diplomat,https://thediplomat.com/2025/04/the-india-us-trade-dilemma-tariffs-tensions-and-the-road-ahead/,2025-04-03 15:00:00+00:00,2025-04-03 11:00:00-04:00,2025-04-03 11:00:00-04:00
Investors hammer down six Tata group co stocks,"Tata Group companies in Nifty index face market cap erosion amid US trade war fears, impacting various sectors.",2025-04-07T14:06:06Z,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/investors-hammer-down-six-tata-group-co-stocks/article69423499.ece,2025-04-07 14:06:06+00:00,2025-04-07 10:06:06-04:00,2025-04-07 10:00:00-04:00
2025 Medium & Heavy Trucks Global Industry Almanac 2020-2029,"Dublin, April 07, 2025 (GLOBE NEWSWIRE) -- The ""Medium & Heavy Trucks Global Industry Almanac 2020-2029"" report has been added to ResearchAndMarkets.com's offering.Global Medium & Heavy Trucks industry profile provides top-line qualitative and quantitative su…",2025-04-07T15:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/04/07/3056961/28124/en/2025-Medium-Heavy-Trucks-Global-Industry-Almanac-2020-2029.html,2025-04-07 15:00:00+00:00,2025-04-07 11:00:00-04:00,2025-04-07 11:00:00-04:00
British PM Keir Starmer visits Tata Motors JLR amid Trump's car tariff turmoil,"Amid global trade tensions, British Prime Minister Keir Starmer addresses car industry concerns. He promises flexibility in electric vehicle mandates to support UK manufacturers like Jaguar Land Rover. Starmer also unveils a significant investment in the life…",2025-04-07T16:45:43Z,The Times of India,https://economictimes.indiatimes.com/news/international/world-news/british-pm-keir-starmer-visits-tata-motors-jlr-amid-trumps-car-tariff-turmoil/articleshow/120071133.cms,2025-04-07 16:45:43+00:00,2025-04-07 12:45:43-04:00,2025-04-07 12:00:00-04:00
Jaguar Land Rover achieves its net debt zero target,"Jaguar Land Rover's fiscal year saw flat wholesale volumes due to weak China performance, though the company achieved net cash positive status. Retail sales also remained flat. While North America showed growth, China continued to be a drag in the fourth quar…",2025-04-07T16:20:15Z,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/jaguar-land-rover-achieves-its-net-debt-zero-target/articleshow/120070272.cms,2025-04-07 16:20:15+00:00,2025-04-07 12:20:15-04:00,2025-04-07 12:00:00-04:00
Ahead of Market: 10 things that will decide stock market action on Tuesday,"Indian markets saw their sharpest fall in 10 months on Monday, with Sensex dropping 2,226.79 points and Nifty falling 742.85 points amid global recession fears and a tariff-driven selloff impacting risk sentiment.",2025-04-07T16:00:15Z,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/120069716.cms,2025-04-07 16:00:15+00:00,2025-04-07 12:00:15-04:00,2025-04-07 12:00:00-04:00
"Mukesh Ambani, Gautam Adani among top losers of D-Street ‘Black Monday’ as 5 billionaires lose nearly $10 billion","The five billionaires who lost most wealth on Monday, April 7, were – Mukesh Ambani, Gautam Adani, Savitri Jindal, Shiv Nadar and DLF's Kushal Pal Singh. Together, they lost a total of $9.89 billion, according to Forbes Real Time Billionaires list.",2025-04-07T17:00:44Z,Livemint,https://www.livemint.com/companies/people/mukesh-ambani-gautam-adani-shiv-nadar-top-losers-of-dstreet-black-monday-5-billionaires-lose-10-billion-sensex-nifty-11744043629666.html,2025-04-07 17:00:44+00:00,2025-04-07 13:00:44-04:00,2025-04-07 13:00:00-04:00
Safety & comfort steer car buyers,"Indian car buyers are increasingly prioritizing safety and advanced technology, driving demand for premium features like anti-collision systems and ventilated seats. Automakers like Tata Motors, Hyundai, and Mahindra are responding by incorporating these feat…",2025-04-07T18:57:39Z,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/safety-comfort-steer-car-buyers/articleshow/120074064.cms,2025-04-07 18:57:39+00:00,2025-04-07 14:57:39-04:00,2025-04-07 14:00:00-04:00
Govt initiates pilot projects to deploy hydrogen-powered buses and trucks,Nitin Gadkari announced that the Ministry of Road Transport and Highways has started hydrogen vehicle pilot projects. These projects include buses and trucks. The initiative is part of the National Green Hydrogen Mission. Testing will occur on ten routes acro…,2025-04-08T15:27:30Z,The Times of India,https://economictimes.indiatimes.com/industry/renewables/govt-initiates-pilot-projects-to-deploy-hydrogen-powered-buses-and-trucks/articleshow/120099904.cms,2025-04-08 15:27:30+00:00,2025-04-08 11:27:30-04:00,2025-04-08 11:00:00-04:00
JLR evaluating various steps to respond to US tariffs: Tata Motors,"Tata Motors' Jaguar Land Rover is strategizing responses to the US tariff implemented on April 2, 2025. JLR has paused UK vehicle shipments to the US to negotiate new trading terms. The US is a crucial market, accounting for 23% of JLR's FY24 sales.",2025-04-08T17:11:53Z,The Times of India,https://economictimes.indiatimes.com/industry/auto/auto-news/jlr-evaluating-various-steps-to-respond-to-us-tariffs-tata-motors/articleshow/120102773.cms,2025-04-08 17:11:53+00:00,2025-04-08 13:11:53-04:00,2025-04-08 13:00:00-04:00
PM Modi likely to visit Saudi Arabia this month,"Prime Minister Narendra Modi is expected to visit Saudi Arabia in April, marking his first trip in four years, to strengthen cooperation in trade, investment, energy, and defence. Discussions will also encompass regional security and the India-Middle East-Eur…",2025-04-08T18:19:03Z,The Times of India,https://economictimes.indiatimes.com/news/india/pm-modi-likely-to-visit-saudi-arabia-this-month/articleshow/120103934.cms,2025-04-08 18:19:03+00:00,2025-04-08 14:19:03-04:00,2025-04-08 14:00:00-04:00
Jaguar Land Rover achieves record sales in India with 40% growth in FY25,"This milestone stems from a robust demand for its luxury SUVs, particularly the Defender, which achieved 90% growth",2025-04-10T14:00:17Z,BusinessLine,https://www.thehindubusinessline.com/companies/jaguar-land-rover-achieves-record-sales-in-india-with-40-growth-in-fy25/article69435736.ece,2025-04-10 14:00:17+00:00,2025-04-10 10:00:17-04:00,2025-04-10 10:00:00-04:00
India offers UK an EV trade-off: Luxury imports for budget exports,"India has proposed unlimited electric vehicle imports priced above GBP 80,000 from the UK to facilitate a free trade agreement. This is in exchange for a larger export quota of smaller EVs priced below GBP 40,000 from India to the UK. The proposal aims to ben…",2025-04-10T18:30:58Z,The Times of India,https://economictimes.indiatimes.com/news/economy/foreign-trade/india-offers-uk-an-ev-trade-off-luxury-imports-for-budget-exports/articleshow/120174147.cms,2025-04-10 18:30:58+00:00,2025-04-10 14:30:58-04:00,2025-04-10 14:00:00-04:00
"Madhur Bajaj, former vice chairman of Bajaj Auto, dies at 73 after brief illness","Madhur Bajaj, former vice chairman of Bajaj Auto, dies at 73 after brief illness",2025-04-11T14:49:24Z,Livemint,https://www.livemint.com/companies/people/madhur-bajaj-former-vice-chairman-of-bajaj-auto-dies-at-73-after-brief-illness-11744382742800.html,2025-04-11 14:49:24+00:00,2025-04-11 10:49:24-04:00,2025-04-11 10:00:00-04:00
Former Bajaj Auto Vice Chairman Madhur Bajaj Dies At 73,"Veteran industrialist and former Bajaj Auto vice-chairman Madhur Bajaj died here after a brief illness, company sources said on Friday.",2025-04-11T17:16:41Z,NDTV News,https://www.ndtv.com/india-news/former-bajaj-auto-vice-chairman-madhur-bajaj-dies-at-73-8143154,2025-04-11 17:16:41+00:00,2025-04-11 13:16:41-04:00,2025-04-11 13:00:00-04:00
Markets surge as Trump eases tariff concerns; Realty leads gains,"Equity markets surged over 2% as Trump's tariff exemptions boosted optimism, with all sectors trading positively.",2025-04-15T14:35:12Z,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-surge-as-trump-eases-tariff-concerns-realty-leads-gains/article69453117.ece,2025-04-15 14:35:12+00:00,2025-04-15 10:35:12-04:00,2025-04-15 10:00:00-04:00
ET Market Watch: India VIX down 20% | Tariff pause sparks buying across sectors,"The Sensex soared 1,577 points, or 2.1%, closing at 76,734, while the Nifty rallied 500 points, or 2.19%, to finish at 22,328.",2025-04-15T14:22:41Z,The Times of India,https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-india-vix-down-20-tariff-pause-sparks-buying-across-sectors/podcast/120315370.cms,2025-04-15 14:22:41+00:00,2025-04-15 10:22:41-04:00,2025-04-15 10:00:00-04:00
How Jaggis misled investors and lenders while being cleantech poster boys for BluSmart,"BluSmart, once celebrated as India's first all-electric ride-hailing service, faces a crisis as promoters Anmol and Puneet Singh Jaggi are accused by SEBI of fund diversion from Gensol. This revelation has shaken investor confidence, leading to leadership exi…",2025-04-17T19:45:59Z,The Times of India,https://economictimes.indiatimes.com/tech/technology/how-jaggis-misled-investors-lenders-while-being-cleantech-poster-boys-for-blusmart/articleshow/120398209.cms,2025-04-17 19:45:59+00:00,2025-04-17 15:45:59-04:00,2025-04-17 15:00:00-04:00
How Jaggis misled investors & lenders while being cleantech poster boys for BluSmart,"BluSmart, once celebrated as India's first all-electric ride-hailing service, faces a crisis as promoters Anmol and Puneet Singh Jaggi are accused by SEBI of fund diversion from Gensol. This revelation has shaken investor confidence, leading to leadership exi…",2025-04-17T19:45:59Z,The Times of India,https://economictimes.indiatimes.com/industry/renewables/how-jaggis-misled-investors-lenders-while-being-cleantech-poster-boys-for-blusmart/articleshow/120391024.cms,2025-04-17 19:45:59+00:00,2025-04-17 15:45:59-04:00,2025-04-17 15:00:00-04:00
Tata Curvv goes Dark,"Tata Curvv Dark Edition, VW Tiguan R-Line, and Kia EV3 win accolades at the New York International Auto Show.",2025-04-18T16:30:00Z,BusinessLine,https://www.thehindubusinessline.com/specials/auto-focus/tata-curvv-goes-dark/article69464371.ece,2025-04-18 16:30:00+00:00,2025-04-18 12:30:00-04:00,2025-04-18 12:00:00-04:00
"Tata Motors, TPREL to develop 131 MW wind-solar hybrid RE project",The wind-solar hybrid renewable energy will supply green energy to Tata Motors’ six manufacturing facilities in Maharashtra and Gujarat,2025-04-21T16:59:23Z,BusinessLine,https://www.thehindubusinessline.com/companies/tata-motors-tprel-to-develop-131-mw-wind-solar-hybrid-re-project/article69475455.ece,2025-04-21 16:59:23+00:00,2025-04-21 12:59:23-04:00,2025-04-21 12:00:00-04:00
"Renault India aims to triple market share with five new cars, expanded network","By 2027, the company is planning five new launches, which would include 2 SUVs, and an electric vehicle. Moreover, it will also increase the number of dealerships from the current 362 touchpoints across the country.",2025-04-22T17:24:51Z,Livemint,https://www.livemint.com/companies/news/renault-india-aims-triple-market-share-with-5-new-cars-expanded-network-suv-ev-nissan-sales-forecast-11745329356766.html,2025-04-22 17:24:51+00:00,2025-04-22 13:24:51-04:00,2025-04-22 13:00:00-04:00
Elon Musk's no-show and why India should consider betting on BYD for its EV future,"After Elon Musk's abrupt cancellation of his India trip to prioritize a deal in China, India is urged to diversify its EV strategy. The article suggests embracing BYD, a leading Chinese EV manufacturer, to boost India's EV ambitions and address the trade defi…",2025-04-22T18:21:59Z,Economictimes.com,https://m.economictimes.com/opinion/et-commentary/elon-musks-no-show-and-why-india-should-consider-betting-on-byd-for-its-ev-future/articleshow/120528098.cms,2025-04-22 18:21:59+00:00,2025-04-22 14:21:59-04:00,2025-04-22 14:00:00-04:00
"ET Market Watch: Sensex hits 80K! IT, auto stocks drive rally","Markets ended on a high note! Indian indices logged their 7th straight win, powered by IT and Auto stocks. Sensex jumped 520 points to close above 80,000. Nifty hit 24,328, up 162 points",2025-04-23T14:30:06Z,The Times of India,https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-sensex-hits-80k-it-auto-stocks-drive-rally/podcast/120556319.cms,2025-04-23 14:30:06+00:00,2025-04-23 10:30:06-04:00,2025-04-23 10:00:00-04:00
Tesla Says India's 100 Percent Car Tariffs Make Customers Anxious,"Tesla has long wanted to sell in the world's third-largest car market, but high tariffs, which its chief Elon Musk has said are among the steepest in the world, have been a deterrent. Even so, Tesla has in recent weeks finalised some showroom space in India a…",2025-04-23T14:16:23Z,Gadgets360.com,https://www.gadgets360.com/auto/news/tesla-india-100-percent-car-tariffs-customers-anxious-8237756,2025-04-23 14:16:23+00:00,2025-04-23 10:16:23-04:00,2025-04-23 10:00:00-04:00
"Top gainers & losers today, 23 April 2025: HCLTech, Tech Mahindra, Tata Motors, Infosys, M&M","Top gainers on Wednesday included HCL Technologies, Tech Mahindra, Tata Motors, Infosys, and Mahindra & Mahindra; top laggards were HDFC Bank, Kotak Mahindra Bank, State Bank of India, Axis Bank, and ITC.",2025-04-23T14:02:07Z,BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-hcltech-techm-tatamotors-23-apr-2025/article69483211.ece,2025-04-23 14:02:07+00:00,2025-04-23 10:02:07-04:00,2025-04-23 10:00:00-04:00
Tata Nexon EV Bags 5-Star BNCAP Crash Test Rating For 45 kWh Variant,"Tata Motors earlier replaced the Nexon&#039;s LR variant with a new 45 trim, and the variant has now officially received a 5-star BNCAP crash test rating.",2025-04-23T15:53:31Z,NDTV News,https://www.ndtv.com/auto/tata-nexon-ev-bags-5-star-bncap-crash-test-rating-for-45-kwh-variant-8238562,2025-04-23 15:53:31+00:00,2025-04-23 11:53:31-04:00,2025-04-23 11:00:00-04:00
Ahead of Market: 10 things that will decide stock market action on Thursday,"Indian markets extended gains for the seventh day, driven by IT and auto stocks, positive global cues, and HCLTech’s outlook. Analysts flagged possible near-term volatility amid geopolitical tensions and mixed earnings.",2025-04-23T16:05:15Z,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-thursday/articleshow/120557861.cms,2025-04-23 16:05:15+00:00,2025-04-23 12:05:15-04:00,2025-04-23 12:00:00-04:00
"Sensex reclaims 80k-level on rally in IT shares, FII inflows","MUMBAI, April 23: Stock markets extended the winning run to seventh day on Wednesday with benchmark BSE Sensex jumping 520 points to close above 80,000 level for the first time in four months driven by strong gains in IT and auto shares. The 30-share Sensex r…",2025-04-23T18:45:00Z,Thehillstimes.in,https://thehillstimes.in/business/sensex-reclaims-80k-level-on-rally-in-it-shares-fii-inflows,2025-04-23 18:45:00+00:00,2025-04-23 14:45:00-04:00,2025-04-23 14:00:00-04:00
A congested road for Tesla as a rival drives into India,"Tesla's long-anticipated entry into India's burgeoning EV market faces stiff competition from VinFast and other established players like Tata Motors and Mahindra & Mahindra. While Tesla delayed its entry, rivals have already gained a foothold in the rapidly e…",2025-04-24T15:20:40Z,The Times of India,https://economictimes.indiatimes.com/industry/renewables/a-congested-road-for-tesla-as-a-rival-drives-into-india/articleshow/120589945.cms,2025-04-24 15:20:40+00:00,2025-04-24 11:20:40-04:00,2025-04-24 11:00:00-04:00
CNG and LPG Vehicle Market Size to Uptrend USD 6.75 Bn by 2034,"According to Towards Automotive Experts, the global CNG and LPG vehicle market size is calculated at USD 4.15 billion in 2025 and is expected to reach around USD 6.75 billion by 2034, growing at a CAGR of 4.93% from 2024 to 2034. According to Towards Automoti…",2025-04-25T14:00:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/04/25/3068380/0/en/CNG-and-LPG-Vehicle-Market-Size-to-Uptrend-USD-6-75-Bn-by-2034.html,2025-04-25 14:00:00+00:00,2025-04-25 10:00:00-04:00,2025-04-25 10:00:00-04:00
Mind the Curvv,"Tata Curvv review: A stylish SUV-Coupe with impressive design, features, and driving dynamics, offering multiple powertrain choices.",2025-04-25T16:30:00Z,BusinessLine,https://www.thehindubusinessline.com/specials/auto-focus/mind-the-curvv/article69490332.ece,2025-04-25 16:30:00+00:00,2025-04-25 12:30:00-04:00,2025-04-25 12:00:00-04:00
"Indian commercial vehicle industry gears up for green, tech-driven future","Despite past challenges like economic downturns and regulatory shifts, strong recovery factors such as urbanisation, infrastructure growth, and favourable policies have set the stage for rapid advancements",2025-04-25T16:16:17Z,BusinessLine,https://www.thehindubusinessline.com/economy/indian-commercial-vehicle-industry-gears-up-for-green-tech-driven-future/article69491495.ece,2025-04-25 16:16:17+00:00,2025-04-25 12:16:17-04:00,2025-04-25 12:00:00-04:00
China’s restriction on rare earth magnets repel Indian EV players,"As per official data, imports of rare earth metals grew by 22% from 1,848 tonnes in FY20 to 2,270 tonnes in FY24.",2025-04-25T17:03:46Z,Livemint,https://www.livemint.com/industry/china-india-rare-earth-magnets-electric-vehicle-ev-companies-11745592751903.html,2025-04-25 17:03:46+00:00,2025-04-25 13:03:46-04:00,2025-04-25 13:00:00-04:00
"Hindalco to spend Rs 4,500 crore on EV components as part of capex","Hindalco Industries plans to allocate approximately 10% of its ₹45,000 crore capital expenditure to electric vehicle components. This includes investments in battery foil and flat-rolled products plants in Odisha, and an extrusion plant in Silvassa. The compa…",2025-04-25T19:08:14Z,The Times of India,https://economictimes.indiatimes.com/industry/renewables/hindalco-to-spend-rs-4500-crore-on-ev-components-as-part-of-capex/articleshow/120628688.cms,2025-04-25 19:08:14+00:00,2025-04-25 15:08:14-04:00,2025-04-25 15:00:00-04:00
